intent,isAllDay,location,date,startTime,endTime,title,description,text,response
ADD,0,Conference Room A,2025-3-24,10:00:00,12:00:00,Team Meeting,Team Meeting,Add Team Meeting on 2025-03-24 at 10:00 at Conference Room A,Event 'Team Meeting' has been added on 2025-3-24 from 10:00:00 to 12:00:00 at Conference Room A. Let me know if you need anything else!
ADD,0,Office,2025-2-4,16:30:00,17:30:00,Client Presentation,Client Presentation,Schedule Client Presentation for 2025-02-04 16:30 at Office,Event 'Client Presentation' has been added on 2025-2-4 from 16:30:00 to 17:30:00 at Office. Let me know if you need anything else!
UPDATE,0,,2025-8-12,12:30:00,14:30:00,Client Presentation,Client Presentation,Change the time of Client Presentation on 2026-08-06 to 12:30,Got it—I've updated 'Client Presentation' to 2025-8-12 from 12:30:00 to 14:30:00.
ADD,0,Online,2026-6-24,11:45:00,13:45:00,Client Presentation,Client Presentation,Put Client Presentation on my calendar 2026-06-24 at 11:45 at Online,Event 'Client Presentation' has been added on 2026-6-24 from 11:45:00 to 13:45:00 at Online. Let me know if you need anything else!
ADD,0,Online,2026-9-30,17:30:00,18:30:00,Yoga Class,Yoga Class,Schedule Yoga Class for 2026-09-30 17:30 at Online,Event 'Yoga Class' has been added on 2026-9-30 from 17:30:00 to 18:30:00 at Online. Let me know if you need anything else!
UPDATE,0,Conference Room A,2025-2-14,14:30:00,15:30:00,Performance Review,Performance Review,Move Performance Review from next Monday at 09:00 to 2025-02-14 at 14:30,Got it—I've updated 'Performance Review' to 2025-2-14 from 14:30:00 to 15:30:00 at Conference Room A.
ADD,1,Office,2025-1-3,00:00:00,23:59:59,Team Meeting,Team Meeting,Meeting tomorrow,Event 'Team Meeting' has been added on 2025-1-3 from 00:00:00 to 23:59:59 at Office. Let me know if you need anything else!
CANCEL,0,Conference Room A,2026-9-17,13:30:00,14:30:00,Coffee Catch-up,Coffee Catch-up,Delete Coffee Catch-up on 2026-09-17 at 13:30,Your event 'Coffee Catch-up' scheduled for 2026-9-17 at 13:30:00 has been canceled. Hope that helps!
UPDATE,0,Office,2026-5-23,14:15:00,16:15:00,Webinar,Webinar,Reschedule Webinar to 2026-05-23 at 14:15,Got it—I've updated 'Webinar' to 2026-5-23 from 14:15:00 to 16:15:00 at Office.
CANCEL,0,Conference Room A,2026-7-14,09:15:00,10:15:00,Performance Review,Performance Review,Cancel my 3 PM event,Your event 'Performance Review' scheduled for 2026-7-14 at 09:15:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
UPDATE,0,Zoom,2026-9-8,08:15:00,09:15:00,Performance Review,Performance Review,Reschedule Performance Review to 2026-09-08 at 08:15,Got it—I've updated 'Performance Review' to 2026-9-8 from 08:15:00 to 09:15:00 at Zoom.
UPDATE,0,Conference Room A,2025-8-13,10:30:00,11:00:00,Team Meeting,Team Meeting,Move Team Meeting from tomorrow at 17:30 to 2025-08-13 at 10:30,Got it—I've updated 'Team Meeting' to 2025-8-13 from 10:30:00 to 11:00:00 at Conference Room A.
UPDATE,0,Home,2026-1-13,16:30:00,18:30:00,Team Meeting,Team Meeting,Reschedule Team Meeting to 2026-01-13 at 16:30,Got it—I've updated 'Team Meeting' to 2026-1-13 from 16:30:00 to 18:30:00 at Home.
ADD,0,Office,2025-1-2,14:15:00,15:15:00,Birthday Party,Birthday Party,Add Birthday Party on 2025-01-02 at 14:15 at Office,Event 'Birthday Party' has been added on 2025-1-2 from 14:15:00 to 15:15:00 at Office. Let me know if you need anything else!
UPDATE,0,Home,2025-3-7,13:00:00,15:00:00,Coffee Catch-up,Coffee Catch-up,Change the time of Coffee Catch-up on tomorrow to 13:00,Got it—I've updated 'Coffee Catch-up' to 2025-3-7 from 13:00:00 to 15:00:00 at Home.
CANCEL,1,Home,2026-3-31,00:00:00,23:59:59,Lunch with Charlie,Lunch with Charlie,Delete Lunch with Charlie on 2026-03-31 at 00:00,Your event 'Lunch with Charlie' scheduled for 2026-3-31 at 00:00:00 has been canceled. Hope that helps!
UPDATE,0,Conference Room A,2025-8-14,12:30:00,14:30:00,Birthday Party,Birthday Party,Change the time of Birthday Party on 2026-09-26 to 12:30,Got it—I've updated 'Birthday Party' to 2025-8-14 from 12:30:00 to 14:30:00 at Conference Room A.
QUERY,0,Office,2026-4-1,12:00:00,13:00:00,Project Deadline,Project Deadline,Do I have any events tomorrow?,You have an event 'Project Deadline' on 2026-4-1 at 12:00:00. Would you like more details?
ADD,1,Office,2025-9-5,00:00:00,23:59:59,Dentist Appointment,Dentist Appointment,Add Dentist Appointment on 2025-09-05 at 00:00 at Office,Event 'Dentist Appointment' has been added on 2025-9-5 from 00:00:00 to 23:59:59 at Office. Let me know if you need anything else!
QUERY,0,Online,2025-5-14,17:30:00,19:30:00,Project Deadline,Project Deadline,Do I have any events tomorrow?,You have an event 'Project Deadline' on 2025-5-14 at 17:30:00. Would you like more details?
ADD,1,Coffee Shop,2025-5-13,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,Add Coffee Catch-up on 2025-05-13 at 00:00 at Coffee Shop,Event 'Coffee Catch-up' has been added on 2025-5-13 from 00:00:00 to 23:59:59 at Coffee Shop. Let me know if you need anything else!
QUERY,0,Coffee Shop,2025-11-9,10:15:00,12:15:00,Performance Review,Performance Review,Do I have any events tomorrow?,You have an event 'Performance Review' on 2025-11-9 at 10:15:00. Would you like more details?
UPDATE,0,Office,2025-7-14,08:00:00,10:00:00,Team Meeting,Team Meeting,Update Team Meeting details for 2026-12-27 at Office,Got it—I've updated 'Team Meeting' to 2025-7-14 from 08:00:00 to 10:00:00 at Office.
CANCEL,0,Home,2025-5-19,10:30:00,11:00:00,Team Meeting,Team Meeting,Delete Team Meeting on 2025-05-19 at 10:30,Your event 'Team Meeting' scheduled for 2025-5-19 at 10:30:00 has been canceled. Hope that helps!
CANCEL,0,Office,2026-8-29,16:00:00,16:30:00,Yoga Class,Yoga Class,Cancel Yoga Class on 2026-08-29 at 16:00,Your event 'Yoga Class' scheduled for 2026-8-29 at 16:00:00 has been canceled. Hope that helps!
CANCEL,0,Zoom,2026-11-27,12:30:00,13:00:00,Webinar,Webinar,Please remove my Webinar scheduled for 2026-11-27 at Zoom,Your event 'Webinar' scheduled for 2026-11-27 at 12:30:00 has been canceled. Hope that helps!
QUERY,0,Home,2025-12-22,15:30:00,16:00:00,Performance Review,Performance Review,Any meetings today?,You have an event 'Performance Review' on 2025-12-22 at 15:30:00. Would you like more details?
ADD,0,Coffee Shop,2026-12-14,09:30:00,11:30:00,Performance Review,Performance Review,I need to set up Performance Review 2026-12-14 at 09:30 at Coffee Shop,Event 'Performance Review' has been added on 2026-12-14 from 09:30:00 to 11:30:00 at Coffee Shop. Let me know if you need anything else!
UPDATE,0,Online,2025-9-16,16:45:00,17:15:00,Performance Review,Performance Review,Reschedule Performance Review to 2025-09-16 at 16:45,Got it—I've updated 'Performance Review' to 2025-9-16 from 16:45:00 to 17:15:00 at Online.
ADD,0,Zoom,2025-5-16,08:00:00,08:30:00,Birthday Party,Birthday Party,Add Birthday Party on next Friday at 08:00 at Zoom,Event 'Birthday Party' has been added on 2025-5-16 from 08:00:00 to 08:30:00 at Zoom. Let me know if you need anything else!
ADD,0,Online,2026-9-29,10:30:00,12:30:00,Performance Review,Performance Review,Add Performance Review on 2026-09-29 at 10:30 at Online,Event 'Performance Review' has been added on 2026-9-29 from 10:30:00 to 12:30:00 at Online. Let me know if you need anything else!
ADD,0,Home,2025-2-2,17:15:00,17:45:00,Client Presentation,Client Presentation,Add Client Presentation on 2025-02-02 at 17:15 at Home,Event 'Client Presentation' has been added on 2025-2-2 from 17:15:00 to 17:45:00 at Home. Let me know if you need anything else!
ADD,0,Home,2026-9-7,09:00:00,09:30:00,Project Deadline,Project Deadline,Put Project Deadline on my calendar 2026-09-07 at 09:00 at Home,Event 'Project Deadline' has been added on 2026-9-7 from 09:00:00 to 09:30:00 at Home. Let me know if you need anything else!
CANCEL,0,Conference Room A,2026-6-6,09:15:00,11:15:00,Birthday Party,Birthday Party,Cancel Birthday Party on 2026-06-06 at 09:15,Your event 'Birthday Party' scheduled for 2026-6-6 at 09:15:00 has been canceled. Hope that helps!
ADD,0,Conference Room A,2025-5-21,10:45:00,11:45:00,Project Deadline,Project Deadline,Add Project Deadline on 2025-05-21 at 10:45 at Conference Room A,Event 'Project Deadline' has been added on 2025-5-21 from 10:45:00 to 11:45:00 at Conference Room A. Let me know if you need anything else!
QUERY,0,Office,2026-7-8,08:30:00,09:30:00,Project Deadline,Project Deadline,Any meetings today?,You have an event 'Project Deadline' on 2026-7-8 at 08:30:00. Would you like more details?
ADD,0,Home,2025-9-23,10:30:00,11:00:00,Lunch with Bob,Lunch with Bob,Add Lunch with Bob on 2025-09-23 at 10:30 at Home,Event 'Lunch with Bob' has been added on 2025-9-23 from 10:30:00 to 11:00:00 at Home. Let me know if you need anything else!
CANCEL,0,Home,2026-4-1,14:15:00,16:15:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2026-04-01 at 14:15,Your event 'Coffee Catch-up' scheduled for 2026-4-1 at 14:15:00 has been canceled. Hope that helps!
QUERY,0,Home,2025-5-16,11:00:00,13:00:00,Webinar,Webinar,What's on my calendar for next Friday?,You have an event 'Webinar' on 2025-5-16 at 11:00:00. Would you like more details?
CANCEL,1,Online,2025-7-12,00:00:00,23:59:59,Birthday Party,Birthday Party,Cancel my 3 PM event,Your event 'Birthday Party' scheduled for 2025-7-12 at 00:00:00 has been canceled. Hope that helps!
ADD,0,Home,2025-5-14,16:45:00,17:15:00,Client Presentation,Client Presentation,Meeting tomorrow,Event 'Client Presentation' has been added on 2025-5-14 from 16:45:00 to 17:15:00 at Home. Let me know if you need anything else!
ADD,0,Zoom,2025-9-16,12:15:00,13:15:00,Client Presentation,Client Presentation,Put Client Presentation on my calendar 2025-09-16 at 12:15 at Zoom,Event 'Client Presentation' has been added on 2025-9-16 from 12:15:00 to 13:15:00 at Zoom. Let me know if you need anything else!
QUERY,0,Home,2025-1-25,14:15:00,14:45:00,Lunch with Bob,Lunch with Bob,What are my appointments on 2025-01-25?,You have an event 'Lunch with Bob' on 2025-1-25 at 14:15:00. Would you like more details?
CANCEL,0,Home,2025-10-3,08:30:00,09:00:00,Webinar,Webinar,Cancel Webinar on 2025-10-03 at 08:30,Your event 'Webinar' scheduled for 2025-10-3 at 08:30:00 has been canceled. Hope that helps!
CANCEL,0,Conference Room A,2026-3-13,13:15:00,14:15:00,Client Presentation,Client Presentation,Please remove my Client Presentation scheduled for 2026-03-13 at Conference Room A,Your event 'Client Presentation' scheduled for 2026-3-13 at 13:15:00 has been canceled. Hope that helps!
ADD,0,Office,2025-10-12,10:45:00,11:45:00,Dentist Appointment,Dentist Appointment,Schedule Dentist Appointment for 2025-10-12 10:45 at Office,Event 'Dentist Appointment' has been added on 2025-10-12 from 10:45:00 to 11:45:00 at Office. Let me know if you need anything else!
ADD,0,Coffee Shop,2025-3-19,08:45:00,09:15:00,Performance Review,Performance Review,Meeting tomorrow,Event 'Performance Review' has been added on 2025-3-19 from 08:45:00 to 09:15:00 at Coffee Shop. Let me know if you need anything else!
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
QUERY,0,Zoom,2026-8-19,10:45:00,11:15:00,Webinar,Webinar,What's on my calendar for 2026-08-19?,You have an event 'Webinar' on 2026-8-19 at 10:45:00. Would you like more details?
CANCEL,0,Conference Room A,2025-5-15,17:45:00,18:45:00,Webinar,Webinar,Cancel Webinar on tomorrow at 17:45,Your event 'Webinar' scheduled for 2025-5-15 at 17:45:00 has been canceled. Hope that helps!
QUERY,0,Online,2025-11-6,11:30:00,12:00:00,Birthday Party,Birthday Party,What are my appointments on 2025-11-06?,You have an event 'Birthday Party' on 2025-11-6 at 11:30:00. Would you like more details?
ADD,0,Online,2026-2-4,09:30:00,11:30:00,Yoga Class,Yoga Class,Schedule Yoga Class for 2026-02-04 09:30 at Online,Event 'Yoga Class' has been added on 2026-2-4 from 09:30:00 to 11:30:00 at Online. Let me know if you need anything else!
CANCEL,0,Coffee Shop,2026-4-7,09:15:00,09:45:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2026-04-07 at 09:15,Your event 'Coffee Catch-up' scheduled for 2026-4-7 at 09:15:00 has been canceled. Hope that helps!
ADD,1,Online,2026-2-20,00:00:00,23:59:59,Performance Review,Performance Review,Meeting tomorrow,Event 'Performance Review' has been added on 2026-2-20 from 00:00:00 to 23:59:59 at Online. Let me know if you need anything else!
CANCEL,0,Conference Room A,2025-5-19,16:45:00,17:45:00,Lunch with Ethan,Lunch with Ethan,Please remove my Lunch with Ethan scheduled for next Monday at Conference Room A,Your event 'Lunch with Ethan' scheduled for 2025-5-19 at 16:45:00 has been canceled. Hope that helps!
ADD,0,Coffee Shop,2025-5-10,17:00:00,17:30:00,Birthday Party,Birthday Party,Add Birthday Party on 2025-05-10 at 17:00 at Coffee Shop,Event 'Birthday Party' has been added on 2025-5-10 from 17:00:00 to 17:30:00 at Coffee Shop. Let me know if you need anything else!
QUERY,0,Coffee Shop,2025-5-14,15:15:00,17:15:00,Yoga Class,Yoga Class,What are my appointments on today?,You have an event 'Yoga Class' on 2025-5-14 at 15:15:00. Would you like more details?
QUERY,0,Zoom,2025-9-22,11:15:00,11:45:00,Dentist Appointment,Dentist Appointment,What are my appointments on 2025-09-22?,You have an event 'Dentist Appointment' on 2025-9-22 at 11:15:00. Would you like more details?
UPDATE,0,Conference Room A,2025-4-20,09:45:00,11:45:00,Coffee Catch-up,Coffee Catch-up,Reschedule Coffee Catch-up to 2025-04-20 at 09:45,Got it—I've updated 'Coffee Catch-up' to 2025-4-20 from 09:45:00 to 11:45:00 at Conference Room A.
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
ADD,0,Zoom,2025-5-15,16:15:00,16:45:00,Coffee Catch-up,Coffee Catch-up,Add Coffee Catch-up on tomorrow at 16:15 at Zoom,Event 'Coffee Catch-up' has been added on 2025-5-15 from 16:15:00 to 16:45:00 at Zoom. Let me know if you need anything else!
QUERY,0,Online,2025-1-13,10:00:00,11:00:00,Performance Review,Performance Review,Show me events next Monday,You have an event 'Performance Review' on 2025-1-13 at 10:00:00. Would you like more details?
ADD,0,Online,2026-6-28,16:45:00,18:45:00,Dentist Appointment,Dentist Appointment,Schedule Dentist Appointment for 2026-06-28 16:45 at Online,Event 'Dentist Appointment' has been added on 2026-6-28 from 16:45:00 to 18:45:00 at Online. Let me know if you need anything else!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
ADD,0,Zoom,2025-5-19,15:00:00,16:00:00,Client Presentation,Client Presentation,Put Client Presentation on my calendar next Monday at 15:00 at Zoom,Event 'Client Presentation' has been added on 2025-5-19 from 15:00:00 to 16:00:00 at Zoom. Let me know if you need anything else!
ADD,0,Conference Room A,2025-4-22,10:00:00,11:00:00,Coffee Catch-up,Coffee Catch-up,Schedule Coffee Catch-up for 2025-04-22 10:00 at Conference Room A,Event 'Coffee Catch-up' has been added on 2025-4-22 from 10:00:00 to 11:00:00 at Conference Room A. Let me know if you need anything else!
CANCEL,0,Zoom,2026-11-21,14:15:00,14:45:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2026-11-21 at 14:15,Your event 'Coffee Catch-up' scheduled for 2026-11-21 at 14:15:00 has been canceled. Hope that helps!
CANCEL,0,,2025-2-9,09:45:00,10:15:00,Webinar,Webinar,Cancel my 3 PM event,Your event 'Webinar' scheduled for 2025-2-9 at 09:45:00 has been canceled. Hope that helps!
UPDATE,0,Conference Room A,2025-11-26,08:30:00,09:00:00,Performance Review,Performance Review,Reschedule Performance Review to 2025-11-26 at 08:30,Got it—I've updated 'Performance Review' to 2025-11-26 from 08:30:00 to 09:00:00 at Conference Room A.
QUERY,0,Office,2026-12-3,12:45:00,13:45:00,Dentist Appointment,Dentist Appointment,What are my appointments on 2026-12-03?,You have an event 'Dentist Appointment' on 2026-12-3 at 12:45:00. Would you like more details?
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
ADD,0,Coffee Shop,2025-5-15,13:30:00,14:30:00,Dentist Appointment,Dentist Appointment,I need to set up Dentist Appointment tomorrow at 13:30 at Coffee Shop,Event 'Dentist Appointment' has been added on 2025-5-15 from 13:30:00 to 14:30:00 at Coffee Shop. Let me know if you need anything else!
ADD,0,,2026-9-7,14:45:00,15:45:00,Client Presentation,Client Presentation,Put Client Presentation on my calendar 2026-09-07 at 14:45,Event 'Client Presentation' has been added on 2026-9-7 from 14:45:00 to 15:45:00. Let me know if you need anything else!
QUERY,0,Office,2025-1-10,09:30:00,11:30:00,Team Meeting,Team Meeting,What are my appointments on 2025-01-10?,You have an event 'Team Meeting' on 2025-1-10 at 09:30:00. Would you like more details?
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
ADD,0,Office,2026-10-8,11:15:00,12:15:00,Birthday Party,Birthday Party,Schedule Birthday Party for 2026-10-08 11:15 at Office,Event 'Birthday Party' has been added on 2026-10-8 from 11:15:00 to 12:15:00 at Office. Let me know if you need anything else!
UPDATE,0,,2025-6-8,12:30:00,13:00:00,Dentist Appointment,Dentist Appointment,Update Dentist Appointment details for 2026-08-08,Got it—I've updated 'Dentist Appointment' to 2025-6-8 from 12:30:00 to 13:00:00.
ADD,0,Home,2025-10-1,12:00:00,12:30:00,Project Deadline,Project Deadline,Schedule Project Deadline for 2025-10-01 12:00 at Home,Event 'Project Deadline' has been added on 2025-10-1 from 12:00:00 to 12:30:00 at Home. Let me know if you need anything else!
