text,intent,title,description,response,date,startTime,endTime,location,isAllDay
"Add Doctor Appointment December 22, 2026 at 16:45 at Home at Home",ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2026-12-22 from 16:45:00 to 18:45:00 at Home. Let me know if you need anything else!",2026-12-22,16:45:00,18:45:00,Home,False
Update Dentist Visit to an all-day event on tomorrow,UPDATE,Dentist Visit,Dental check-up,"Sure, I've updated 'Dentist Visit' to 2025-5-15 from 00:00:00 to 23:59:59 at Main Conference Room.",2025-5-15,00:00:00,23:59:59,Main Conference Room,True
"Cancel my Performance Review August 31, 2026 at 3 PM",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2026-8-31 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2026-8-31,15:00:00,16:30:00,,False
"Cancel my Project Review December 8, 2025 at 3 PM",CANCEL,Project Review,Review project milestones,Your event 'Project Review' on 2025-12-8 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-12-8,15:00:00,16:30:00,,False
"Change time of Interview with Candidate to 8:00 on September 28, 2026",UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2026-9-28 from 08:00:00 to 08:30:00.",2026-9-28,08:00:00,08:30:00,,False
"Cancel my Dentist Visit December 3, 2026 at 9:30 AM",CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2026-12-3 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-12-3,09:00:00,11:00:00,Home,False
Update Conference Call to an all-day event on next Thursday,UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2025-5-15 from 00:00:00 to 23:59:59 at Google Meet.",2025-5-15,00:00:00,23:59:59,Google Meet,True
"Add Conference Call May 19, 2026 at 9:30 AM at Main Conference Room at Main Conference Room",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2026-5-19 from 09:00:00 to 11:00:00 at Main Conference Room. Let me know if you need anything else!",2026-5-19,09:00:00,11:00:00,Main Conference Room,False
Add Doctor Appointment next Tuesday at 16:45 at Home at Home,ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-5-20 from 16:45:00 to 17:45:00 at Home. Let me know if you need anything else!",2025-5-20,16:45:00,17:45:00,Home,False
Change time of Birthday Party to 11 AM on next Friday at Main Conference Room,UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-5-16 from 11:00:00 to 13:00:00 at Main Conference Room.",2025-5-16,11:00:00,13:00:00,Main Conference Room,False
Add AI Trends Webinar all day on next Wednesday at Main Conference Room,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-21 from 00:00:00 to 23:59:59 at Main Conference Room. Let me know if you need anything else!",2025-5-21,00:00:00,23:59:59,Main Conference Room,True
Cancel my Yoga Class next Monday at 16:45,CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2025-5-19 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,16:45:00,17:45:00,Zoom,False
Move Yoga Class to next Monday at 8:00 at Teams,UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2025-5-19 from 08:00:00 to 08:30:00 at Teams.",2025-5-19,08:00:00,08:30:00,Teams,False
Add Project Review next Wednesday at 3 PM at Office at Office,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-21 from 15:00:00 to 17:00:00 at Office. Let me know if you need anything else!",2025-5-21,15:00:00,17:00:00,Office,False
"Change time of Interview with Candidate to 14:00 on November 20, 2025 at Main Conference Room",UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2025-11-20 from 14:00:00 to 16:00:00 at Main Conference Room.",2025-11-20,14:00:00,16:00:00,Main Conference Room,False
Change time of Conference Call to 9:30 AM on next Friday at Google Meet,UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2025-5-16 from 09:00:00 to 09:30:00 at Google Meet.",2025-5-16,09:00:00,09:30:00,Google Meet,False
"Add Lunch with John July 18, 2025 at 8:00 at Clinic at Clinic",ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-7-18 from 08:00:00 to 09:30:00 at Clinic. Let me know if you need anything else!",2025-7-18,08:00:00,09:30:00,Clinic,False
"Cancel my Team Meeting October 3, 2025 at 3 PM",CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-10-3 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-10-3,15:00:00,16:30:00,Office,False
Add Conference Call next Thursday at 9:30 AM at Clinic at Clinic,ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-15 from 09:00:00 to 10:30:00 at Clinic. Let me know if you need anything else!",2025-5-15,09:00:00,10:30:00,Clinic,False
"Add Lunch with John January 3, 2027 at 16:45 at Google Meet at Google Meet",ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2027-1-3 from 16:45:00 to 18:15:00 at Google Meet. Let me know if you need anything else!",2027-1-3,16:45:00,18:15:00,Google Meet,False
"Cancel my AI Trends Webinar November 8, 2026 at 3 PM",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2026-11-8 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2026-11-8,15:00:00,16:30:00,Clinic,False
"Update Data Workshop date to February 25, 2026 and time to 9:30 AM at Zoom",UPDATE,Data Workshop,Hands-on data workshop,"Sure, I've updated 'Data Workshop' to 2026-2-25 from 09:00:00 to 11:00:00 at Zoom.",2026-2-25,09:00:00,11:00:00,Zoom,False
"Add Project Review May 10, 2026 at 11 AM at Office at Office",ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2026-5-10 from 11:00:00 to 13:00:00 at Office. Let me know if you need anything else!",2026-5-10,11:00:00,13:00:00,Office,False
"Update Yoga Class date to June 22, 2026 and time to 3 PM",UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2026-6-22 from 15:00:00 to 15:30:00.",2026-6-22,15:00:00,15:30:00,,False
Cancel my 9:30 AM event,CANCEL,9:30 AM event,9:30 AM event,Your event '9:30 AM event' on 2025-8-22 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-8-22,09:00:00,09:30:00,,False
Add Birthday Party next Tuesday at 11 AM at Google Meet at Google Meet,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-20 from 11:00:00 to 12:00:00 at Google Meet. Let me know if you need anything else!",2025-5-20,11:00:00,12:00:00,Google Meet,False
"Reschedule my Yoga Class to October 6, 2026 at 11 AM at Teams",UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2026-10-6 from 11:00:00 to 12:30:00 at Teams.",2026-10-6,11:00:00,12:30:00,Teams,False
Cancel my Coffee with Sarah next Thursday at 16:45,CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-5-15 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,16:45:00,17:45:00,Zoom,False
Cancel my Team Meeting next Monday at 11 AM,CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-5-19 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,11:00:00,11:30:00,Main Conference Room,False
"Cancel my Interview with Candidate May 26, 2026 at 9:30 AM",CANCEL,Interview with Candidate,Candidate interview,Your event 'Interview with Candidate' on 2026-5-26 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-5-26,09:00:00,10:30:00,Home,False
Cancel my Data Workshop next Tuesday at 3 PM,CANCEL,Data Workshop,Hands-on data workshop,Your event 'Data Workshop' on 2025-5-20 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,15:00:00,15:30:00,Zoom,False
Cancel my Coffee with Sarah day after tomorrow at 3 PM,CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-5-16 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,15:00:00,16:00:00,Clinic,False
"Change time of Project Review to 14:00 on November 27, 2025 at Clinic",UPDATE,Project Review,Review project milestones,"Sure, I've updated 'Project Review' to 2025-11-27 from 14:00:00 to 14:30:00 at Clinic.",2025-11-27,14:00:00,14:30:00,Clinic,False
"Cancel my Marketing Presentation March 16, 2026 at 11 AM",CANCEL,Marketing Presentation,Present marketing strategy,Your event 'Marketing Presentation' on 2026-3-16 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2026-3-16,11:00:00,12:00:00,Gym,False
Change time of Yoga Class to 16:45 on next Friday at Cafe Rio,UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2025-5-16 from 16:45:00 to 18:45:00 at Cafe Rio.",2025-5-16,16:45:00,18:45:00,Cafe Rio,False
"Add Interview with Candidate July 11, 2026 at 11 AM at Clinic at Clinic",ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2026-7-11 from 11:00:00 to 12:30:00 at Clinic. Let me know if you need anything else!",2026-7-11,11:00:00,12:30:00,Clinic,False
Cancel my AI Trends Webinar tomorrow at 11 AM,CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2025-5-15 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,11:00:00,13:00:00,Gym,False
"Add Project Review April 12, 2026 at 8:00",ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2026-4-12 from 08:00:00 to 08:30:00. Let me know if you need anything else!",2026-4-12,08:00:00,08:30:00,,False
Move Interview with Candidate to next Friday at 8:00 at Teams,UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2025-5-16 from 08:00:00 to 09:30:00 at Teams.",2025-5-16,08:00:00,09:30:00,Teams,False
Move Project Review to next Thursday at 14:00 at Office,UPDATE,Project Review,Review project milestones,"Sure, I've updated 'Project Review' to 2025-5-15 from 14:00:00 to 15:30:00 at Office.",2025-5-15,14:00:00,15:30:00,Office,False
Add AI Trends Webinar day after tomorrow at 16:45 at Gym at Gym,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-16 from 16:45:00 to 17:45:00 at Gym. Let me know if you need anything else!",2025-5-16,16:45:00,17:45:00,Gym,False
"Add Board Meeting October 4, 2026 at 8:00 at Clinic at Clinic",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2026-10-4 from 08:00:00 to 10:00:00 at Clinic. Let me know if you need anything else!",2026-10-4,08:00:00,10:00:00,Clinic,False
"Add Team Meeting July 8, 2026 at 11 AM at Gym at Gym",ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2026-7-8 from 11:00:00 to 12:30:00 at Gym. Let me know if you need anything else!",2026-7-8,11:00:00,12:30:00,Gym,False
Add Lunch with John next Friday at 3 PM at Google Meet at Google Meet,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-16 from 15:00:00 to 17:00:00 at Google Meet. Let me know if you need anything else!",2025-5-16,15:00:00,17:00:00,Google Meet,False
"Add Team Meeting April 24, 2026 at 9:30 AM at Gym at Gym",ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2026-4-24 from 09:00:00 to 10:30:00 at Gym. Let me know if you need anything else!",2026-4-24,09:00:00,10:30:00,Gym,False
"Cancel my Birthday Party June 14, 2025 at 16:45",CANCEL,Birthday Party,Celebrate birthday,Your event 'Birthday Party' on 2025-6-14 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-6-14,16:45:00,17:15:00,Main Conference Room,False
Add Marketing Presentation day after tomorrow at 11 AM at Gym at Gym,ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2025-5-16 from 11:00:00 to 13:00:00 at Gym. Let me know if you need anything else!",2025-5-16,11:00:00,13:00:00,Gym,False
"Add Conference Call August 6, 2025 at 11 AM at Google Meet at Google Meet",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-8-6 from 11:00:00 to 12:00:00 at Google Meet. Let me know if you need anything else!",2025-8-6,11:00:00,12:00:00,Google Meet,False
Cancel my 3 PM event,CANCEL,3 PM event,3 PM event,Your event '3 PM event' on 2025-5-15 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,15:00:00,15:30:00,Gym,False
"Cancel my Coffee with Sarah August 12, 2026 at 11 AM",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2026-8-12 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2026-8-12,11:00:00,13:00:00,Google Meet,False
"Add Lunch with John September 12, 2025 at 11 AM at Cafe Rio at Cafe Rio",ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-9-12 from 11:00:00 to 12:30:00 at Cafe Rio. Let me know if you need anything else!",2025-9-12,11:00:00,12:30:00,Cafe Rio,False
"Update Coffee with Sarah to an all-day event on November 18, 2026",UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2026-11-18 from 00:00:00 to 23:59:59 at Clinic.",2026-11-18,00:00:00,23:59:59,Clinic,True
Add Data Workshop next Tuesday at 16:45 at Main Conference Room at Main Conference Room,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-20 from 16:45:00 to 18:45:00 at Main Conference Room. Let me know if you need anything else!",2025-5-20,16:45:00,18:45:00,Main Conference Room,False
Reschedule my Lunch with John to next Monday at 3 PM at Clinic,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-19 from 15:00:00 to 16:00:00 at Clinic.",2025-5-19,15:00:00,16:00:00,Clinic,False
"Add Data Workshop June 6, 2026 at 16:45",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2026-6-6 from 16:45:00 to 18:15:00. Let me know if you need anything else!",2026-6-6,16:45:00,18:15:00,,False
"Update Lunch with John to an all-day event on September 17, 2026",UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2026-9-17 from 00:00:00 to 23:59:59 at Office.",2026-9-17,00:00:00,23:59:59,Office,True
Cancel my Interview with Candidate next Wednesday at 14:00,CANCEL,Interview with Candidate,Candidate interview,Your event 'Interview with Candidate' on 2025-5-21 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,14:00:00,16:00:00,Google Meet,False
Cancel my all-day Yoga Class on tomorrow,CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2025-5-15 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,00:00:00,23:59:59,Office,True
Add Interview with Candidate next Thursday at 3 PM at Office at Office,ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2025-5-15 from 15:00:00 to 16:00:00 at Office. Let me know if you need anything else!",2025-5-15,15:00:00,16:00:00,Office,False
"Add AI Trends Webinar June 9, 2026 at 11 AM at Home at Home",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2026-6-9 from 11:00:00 to 12:30:00 at Home. Let me know if you need anything else!",2026-6-9,11:00:00,12:30:00,Home,False
"Cancel my Performance Review June 29, 2025 at 16:45",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2025-6-29 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-6-29,16:45:00,18:15:00,Gym,False
Cancel my all-day Dentist Visit on next Monday,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-19 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,00:00:00,23:59:59,Office,True
"Update Performance Review date to July 21, 2025 and time to 9:30 AM at Teams",UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2025-7-21 from 09:00:00 to 09:30:00 at Teams.",2025-7-21,09:00:00,09:30:00,Teams,False
"Add Team Meeting October 17, 2025 at 11 AM at Main Conference Room at Main Conference Room",ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-10-17 from 11:00:00 to 12:00:00 at Main Conference Room. Let me know if you need anything else!",2025-10-17,11:00:00,12:00:00,Main Conference Room,False
Reschedule my Marketing Presentation to next Friday at 11 AM at Gym,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-16 from 11:00:00 to 13:00:00 at Gym.",2025-5-16,11:00:00,13:00:00,Gym,False
"Add Doctor Appointment January 5, 2026 at 11 AM at Zoom at Zoom",ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2026-1-5 from 11:00:00 to 12:30:00 at Zoom. Let me know if you need anything else!",2026-1-5,11:00:00,12:30:00,Zoom,False
